srcid,Mode,A1,A2,undecided_voter,A3a,A4_a,A4_b,A4_c,A4_d,A4_e,A5_a,A5_b,A5_c,A5_d,A5_e,A5_f,A5_g,A5_h,B1_a,B1_b,B1_c,B1_d,B4,B5,B6,C1_a,C1_b,C1_c,C1_d,C1_e,C1_f,C1_g,C1_h,C1_i,C3_a,C3_b,C3_c,C3_d,C3_e,C3_f,D1_a,D1_b,D1_c,D1_d,D1_e,D1_f,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E10,E14,p_volunteer,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,A4A5_agg,opinionated
92,”1”,4,”3”,FALSE,8,3,2,3,3,3,3,4,4,2,4,4,4,4,2,2,2,1,3,2,4,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,3,1,1,1,1,2,2,2,2,2,1,1,1,1,1,”2”,3,1,8,8,0.388888889,FALSE
93,”1”,4,”3”,FALSE,7,4,2,4,2,2,2,3,3,3,3,5,2,2,2,2,2,1,3,1,5,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,3,1,1,1,1,1,2,2,2,2,2,1,1,1,4,2,2,”1”,4,2,1,1,0.466666667,FALSE
94,”1”,1,”3”,FALSE,9,2,1,1,1,1,2,4,4,2,4,4,3,4,2,2,1,1,3,2,4,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,”2”,4,1,1,1,0.683333333,TRUE
95,”2”,2,”1”,FALSE,7,2,2,2,1,1,2,2,4,2,2,2,4,2,1,2,2,1,,2,2,1,1,1,1,1,-99,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,4,3,2,”2”,4,3,3,3,0.55,TRUE
96,”1”,2,”3”,FALSE,6,2,2,2,2,1,2,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,3,1,4,3,1,1,1,2,2,2,2,2,1,2,1,2,1,”2”,2,2,2,2,0.288888889,FALSE
97,”1”,2,”4”,FALSE,5,3,3,2,1,1,2,4,4,3,3,4,3,3,2,2,2,2,3,3,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,3,2,4,1,1,1,1,2,2,2,2,2,1,2,1,2,1,”1”,2,1,1,1,0.438888889,FALSE
98,”1”,2,”11”,FALSE,8,2,2,2,1,3,1,4,4,2,5,4,2,5,2,2,2,2,3,3,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,4,2,2,”1”,2,1,1,1,0.566666667,TRUE
99,”1”,2,”3”,FALSE,7,2,2,2,2,1,1,4,5,3,4,3,4,5,2,2,2,1,3,2,5,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,2,1,3,3,0.511111111,TRUE
100,”1”,2,”3”,FALSE,5,4,3,3,2,2,4,4,2,4,3,3,4,3,2,2,2,1,3,2,4,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,3,4,1,1,2,1,2,1,2,2,2,2,2,1,2,”2”,1,1,1,1,0.4,FALSE
101,”1”,4,”4”,FALSE,5,3,2,3,1,1,2,2,4,4,2,5,4,2,2,2,2,2,3,1,5,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,3,1,1,1,1,1,2,2,2,2,2,2,2,1,3,1,”1”,3,3,4,4,0.577777778,TRUE
102,”2”,2,”1”,FALSE,9,1,2,2,1,1,1,3,4,2,5,4,4,5,2,2,2,2,2,2,2,2,1,1,2,1,-98,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,1,2,”2”,4,1,1,1,0.672222222,TRUE
103,”2”,1,”1”,FALSE,9,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,3,3,3,3,3,1,2,2,2,2,2,1,2,2,4,3,2,”2”,4,1,5,5,0.605555556,TRUE
104,”1”,2,”-99”,FALSE,,2,2,3,2,2,4,3,4,3,3,2,4,4,2,2,2,2,2,2,5,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,3,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,”1”,3,,2,2,0.333333333,FALSE
105,”1”,4,”3”,FALSE,4,4,3,4,1,2,3,3,4,3,3,4,4,2,2,2,2,1,3,2,4,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,4,3,4,4,2,2,2,2,2,2,1,2,1,2,1,3,1,”2”,3,1,1,1,0.505555556,TRUE
106,”1”,1,”1”,FALSE,10,1,1,2,1,2,2,4,4,1,4,4,3,4,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,1,1,1,2,2,2,2,2,2,2,1,1,1,”1”,3,1,4,4,0.644444444,TRUE
107,”1”,2,”4”,FALSE,8,3,3,3,2,2,2,5,4,4,5,3,4,4,2,2,2,1,2,1,4,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,3,1,1,1,1,1,2,2,2,2,2,1,1,2,4,2,1,”2”,4,1,4,4,0.444444444,FALSE
108,”1”,5,”11”,FALSE,6,3,3,3,3,2,2,3,2,3,3,2,3,3,2,2,2,2,4,4,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,3,3,3,3,1,2,1,1,2,2,1,1,2,4,1,”1”,,2,1,1,0.305555556,FALSE
109,”1”,2,”3”,FALSE,6,3,2,2,2,2,2,4,3,3,3,4,3,3,2,2,1,1,2,2,4,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,3,1,3,2,1,1,1,2,2,2,2,2,1,2,1,2,2,”2”,2,2,2,2,0.277777778,FALSE
110,”1”,2,”-98”,TRUE,7,2,2,2,2,2,4,3,3,4,3,4,3,3,2,2,2,2,3,2,4,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,3,1,1,1,0.277777778,FALSE
111,”1”,2,”3”,FALSE,8,3,1,2,2,2,3,3,4,3,4,4,4,4,2,2,2,1,2,2,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,2,3,2,2,0.4,FALSE
112,”1”,2,”1”,FALSE,,2,2,2,1,1,2,2,4,2,2,2,4,2,1,2,2,1,,3,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,1,1,1,1,2,2,2,2,2,1,2,2,7,1,1,”1”,4,1,2,2,0.55,TRUE
113,”1”,2,”4”,FALSE,7,3,3,2,2,2,4,2,3,5,5,5,4,3,2,2,2,2,3,3,4,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,3,1,1,1,1,2,2,2,2,2,2,2,1,1,2,”2”,2,1,2,2,0.444444444,FALSE
114,”1”,2,”1”,FALSE,7,2,2,2,2,2,2,3,4,2,4,4,4,4,2,2,2,1,3,2,4,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,-98,1,2,2,”1”,3,1,2,2,0.388888889,FALSE
115,”1”,2,”1”,FALSE,7,2,2,1,1,1,2,3,4,2,4,5,4,4,2,2,2,2,4,2,5,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,3,2,2,1,1,2,2,2,2,1,1,2,2,5,4,2,”1”,3,3,5,5,0.616666667,TRUE
116,”1”,2,”1”,FALSE,9,2,2,2,2,2,3,3,4,3,4,3,4,4,2,2,2,2,3,3,4,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,4,1,2,”1”,4,1,3,3,0.305555556,FALSE
117,”1”,1,”3”,FALSE,10,2,3,3,2,3,5,3,2,4,3,3,2,3,2,2,2,1,2,1,4,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,5,5,5,5,5,5,1,2,2,2,2,2,1,2,2,1,2,”2”,3,,2,2,0.361111111,FALSE
118,”1”,4,”6”,FALSE,6,2,2,3,2,2,2,2,4,3,4,4,4,4,2,2,2,2,3,3,4,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,”2”,3,1,3,3,0.388888889,FALSE
119,”1”,2,”1”,FALSE,7,2,2,2,2,3,2,4,4,2,4,4,3,4,2,2,2,1,1,1,4,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,7,1,1,”1”,4,1,4,4,0.388888889,FALSE
120,”1”,2,”6”,FALSE,,3,2,3,3,2,4,4,3,4,4,2,3,4,2,2,2,1,2,1,4,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,3,1,5,3,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,1,1,3,3,0.361111111,FALSE
121,”1”,4,”3”,FALSE,5,3,3,3,1,2,2,2,2,4,3,4,2,2,2,2,2,1,3,1,5,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,3,4,4,4,4,4,2,2,2,2,2,1,1,2,1,2,2,”2”,4,3,1,1,0.455555556,FALSE
122,”1”,2,”1”,FALSE,3,3,2,2,2,2,2,2,3,2,3,2,4,3,2,2,2,1,3,2,5,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,3,2,2,4,4,3,2,2,2,2,2,1,2,2,4,2,2,”1”,4,1,5,5,0.333333333,FALSE
123,”1”,2,”1”,FALSE,7,3,3,3,4,3,3,2,2,4,4,3,4,3,2,2,2,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,4,3,1,2,2,2,2,2,2,1,2,1,2,1,”2”,2,1,2,2,0.4,FALSE
124,”1”,2,”6”,FALSE,8,2,3,3,2,2,3,3,3,3,4,4,3,3,2,2,2,1,2,1,5,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,7,2,1,”2”,3,3,3,3,0.25,FALSE
125,”1”,4,”1”,FALSE,6,3,4,3,2,2,2,4,3,3,4,2,4,4,2,2,2,1,2,2,4,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,1,”2”,3,1,1,1,0.427777778,FALSE
126,”1”,4,”4”,FALSE,7,3,2,1,1,1,1,1,2,4,1,3,1,1,2,2,2,1,3,2,5,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,1,2,2,2,2,2,2,1,2,-98,4,2,1,”1”,4,3,4,4,0.727777778,TRUE
127,”2”,1,”1”,FALSE,8,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,1,3,2,4,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,8,1,2,”1”,4,,4,4,0.416666667,FALSE
128,”1”,2,”3”,FALSE,,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,”1”,3,2,4,4,0.416666667,FALSE
129,”1”,2,”1”,FALSE,,1,2,2,1,1,3,3,4,2,5,1,2,5,2,2,2,2,4,4,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,2,”1”,4,3,5,5,0.644444444,TRUE
130,”2”,2,”2”,FALSE,9,1,3,2,2,1,5,1,4,4,5,4,1,1,2,2,2,2,4,2,4,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,1,2,”1”,4,3,1,1,0.688888889,TRUE
131,”1”,2,”1”,FALSE,10,2,2,2,1,1,2,2,4,2,3,2,3,3,2,2,2,1,3,3,4,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,-99,3,3,2,”1”,4,,4,4,0.466666667,FALSE
132,”1”,2,”3”,FALSE,,2,2,2,1,1,3,4,4,3,4,4,2,3,2,2,2,2,2,4,4,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,”1”,2,1,4,4,0.466666667,FALSE
133,”1”,4,”4”,FALSE,5,3,3,2,2,2,2,2,2,5,2,3,2,2,2,1,1,2,2,2,4,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,4,4,4,4,4,4,1,2,2,2,2,2,1,1,1,3,2,”1”,2,1,2,2,0.416666667,FALSE
134,”1”,2,”1”,FALSE,6,3,3,3,3,3,2,2,2,4,2,2,2,2,2,2,2,1,3,2,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,2,1,2,2,2,2,2,1,1,-99,4,2,2,”2”,4,2,3,3,0.416666667,FALSE
135,”1”,1,”4”,FALSE,5,4,1,1,1,1,2,3,2,3,4,1,1,2,2,2,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,”1”,1,2,2,2,0.777777778,TRUE
136,”1”,2,”1”,FALSE,,2,2,2,3,2,3,3,3,4,3,2,1,1,2,2,2,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,3,2,1,2,2,2,2,2,1,2,2,4,2,”1”,2,1,2,2,0.361111111,FALSE
137,”1”,2,”-98”,TRUE,8,2,2,2,1,1,4,3,3,4,3,3,4,2,2,2,2,1,3,2,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,”2”,1,3,2,2,0.438888889,FALSE
138,”1”,2,”3”,FALSE,,2,2,2,3,2,3,2,3,3,3,2,1,2,2,2,2,1,2,2,5,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,3,1,3,1,1,1,1,2,2,2,2,2,1,2,1,2,2,”2”,2,2,1,1,0.333333333,FALSE
139,”1”,2,”3”,FALSE,6,2,2,2,1,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,-99,4,2,1,”2”,4,3,5,5,0.4,FALSE
140,”2”,1,”1”,FALSE,8,2,2,3,1,2,1,3,4,2,4,2,4,3,2,2,2,1,3,1,5,2,1,1,1,1,-99,1,1,1,1,1,1,1,1,2,2,1,3,3,2,1,1,2,2,2,2,2,2,2,4,2,1,”1”,4,,2,2,0.483333333,FALSE
141,”1”,2,”1”,FALSE,7,2,3,2,2,2,3,3,4,4,4,2,3,4,2,2,2,1,2,1,5,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,”2”,3,2,1,1,0.333333333,FALSE
142,”1”,1,”1”,FALSE,,1,2,1,2,2,2,4,4,4,5,4,3,4,2,2,2,1,2,2,4,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,4,2,2,”1”,4,2,5,5,0.577777778,TRUE
143,”1”,2,”1”,FALSE,4,2,3,2,2,2,4,4,3,4,4,4,4,4,2,2,2,1,2,2,5,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,3,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,1,1,1,1,0.388888889,FALSE
144,”1”,2,”1”,FALSE,7,2,2,1,2,1,3,3,3,3,3,3,3,3,2,2,2,2,3,2,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,7,2,2,”2”,3,1,5,5,0.327777778,FALSE
145,”1”,4,”4”,FALSE,7,3,2,3,2,2,2,3,3,3,3,5,2,3,2,2,2,2,2,3,4,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,8,2,2,”1”,4,1,4,4,0.305555556,FALSE
146,”2”,2,”4”,FALSE,8,2,2,2,1,2,3,3,4,2,4,4,2,4,2,2,2,1,3,2,4,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,3,2,1,2,2,2,2,2,2,1,2,1,2,4,3,2,”1”,3,2,2,2,0.427777778,FALSE
147,”1”,4,”3”,FALSE,8,3,2,1,2,2,3,2,3,4,4,3,3,2,2,2,2,1,3,2,4,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,2,1,1,2,2,2,2,2,2,2,1,2,2,”1”,1,1,2,2,0.372222222,FALSE
148,”1”,4,”3”,FALSE,3,3,3,2,2,2,4,3,3,3,2,2,3,2,2,2,2,1,3,2,5,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,7,3,2,”2”,3,3,5,5,0.305555556,FALSE
149,”1”,2,”3”,FALSE,9,3,2,3,2,2,4,2,2,5,2,2,4,2,2,2,2,2,4,4,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,5,3,2,”1”,,1,7,7,0.444444444,FALSE
150,”1”,1,”1”,FALSE,8,2,2,1,1,1,1,1,2,4,3,5,2,1,2,2,2,1,3,3,5,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,2,”1”,2,1,5,5,0.727777778,TRUE
151,”1”,2,”3”,FALSE,8,2,2,2,3,2,3,4,3,2,2,2,4,3,2,1,1,1,4,3,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,4,1,1,2,2,2,2,2,2,1,1,7,1,1,”2”,2,1,3,3,0.333333333,FALSE
152,”1”,1,”1”,FALSE,7,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,4,2,”2”,2,1,6,6,0.777777778,TRUE
153,”1”,2,”4”,FALSE,5,3,2,3,2,2,2,3,2,4,3,4,2,1,2,2,2,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3,2,5,3,2,2,1,2,2,1,2,2,2,1,2,2,”2”,1,3,2,2,0.388888889,FALSE
154,”1”,2,”6”,FALSE,,2,2,2,2,2,4,3,2,3,3,3,2,2,2,2,2,1,3,1,4,2,1,1,1,2,-99,2,1,1,1,2,2,2,1,2,3,1,2,4,1,1,1,2,2,2,2,2,2,2,1,2,2,”2”,2,3,3,3,0.305555556,FALSE
155,”1”,2,”1”,FALSE,,2,2,2,1,1,2,2,3,2,2,2,3,3,2,2,2,1,2,2,5,1,1,1,1,-98,-98,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,4,2,2,”1”,4,,1,1,0.466666667,FALSE
156,”2”,1,”3”,FALSE,,2,2,3,3,1,2,3,2,3,2,2,2,2,2,2,2,2,4,2,4,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,3,3,3,3,1,1,2,2,2,2,1,1,1,1,4,2,2,”2”,4,,1,1,0.455555556,FALSE
157,”1”,4,”3”,FALSE,,3,1,3,1,1,2,2,3,5,3,3,2,2,2,2,2,1,3,1,5,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,”2”,3,2,1,1,0.561111111,TRUE
158,”2”,2,”1”,FALSE,7,1,2,2,1,2,2,4,4,2,3,2,4,3,2,2,2,2,3,5,4,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,4,2,2,”1”,4,3,1,1,0.494444444,FALSE
159,”1”,2,”3”,FALSE,,2,2,1,1,2,2,4,4,4,3,4,4,4,2,2,2,2,3,2,4,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,4,2,2,”1”,4,2,1,1,0.522222222,TRUE
160,”1”,2,”3”,FALSE,5,2,3,2,2,1,2,3,3,3,3,2,2,2,2,2,2,2,3,2,5,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,4,2,1,”2”,4,3,1,1,0.372222222,FALSE
161,”1”,2,”3”,FALSE,7,3,2,3,2,2,2,4,3,4,2,4,3,3,2,2,2,2,2,2,5,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,4,1,1,”1”,4,2,1,1,0.333333333,FALSE
162,”1”,2,”1”,FALSE,1,1,3,1,1,2,2,2,4,3,4,1,5,3,2,2,2,1,3,1,3,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,2,2,1,1,2,2,2,2,2,1,2,2,4,2,2,”1”,4,3,1,1,0.616666667,TRUE
163,”2”,2,”1”,FALSE,7,3,3,2,2,3,2,2,3,4,4,2,3,2,2,2,2,2,2,2,4,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,4,3,2,”2”,4,,1,1,0.361111111,FALSE
164,”1”,2,”3”,FALSE,7,3,2,2,2,3,2,2,4,3,3,2,2,2,2,2,2,1,2,2,4,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,3,4,2,1,1,2,2,2,2,2,1,2,1,2,1,”2”,3,1,1,1,0.361111111,FALSE
165,”1”,2,”3”,FALSE,6,3,2,2,1,1,2,4,1,4,3,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,”1”,3,1,1,1,0.522222222,TRUE
166,”1”,2,”2”,FALSE,,3,3,3,3,3,2,3,3,4,2,2,2,3,2,2,2,2,3,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,3,2,1,2,2,2,2,1,1,2,2,4,3,1,”1”,3,1,1,1,0.333333333,FALSE
167,”1”,4,”1”,FALSE,3,2,3,2,2,2,2,3,4,3,4,1,3,3,2,2,2,2,3,3,5,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,3,3,4,2,2,2,1,2,2,2,2,2,1,2,1,2,1,”2”,2,1,1,1,0.333333333,FALSE
168,”1”,1,”1”,FALSE,8,1,2,1,1,1,2,3,4,2,4,1,4,3,2,2,2,2,3,2,5,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,7,1,1,”2”,4,3,1,1,0.683333333,TRUE
169,”1”,2,”4”,FALSE,5,3,3,3,1,2,4,3,2,4,3,4,3,4,2,2,2,2,4,4,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,”2”,3,1,1,1,0.4,FALSE
170,”2”,5,”3”,FALSE,1,4,4,3,4,2,1,1,1,5,1,1,4,1,2,2,2,1,2,1,5,2,1,1,1,1,-98,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,4,3,2,”2”,3,3,1,1,0.838888889,TRUE
171,”2”,2,”96”,FALSE,,3,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,4,2,1,2,2,2,2,1,1,2,2,4,2,2,”1”,4,3,1,1,0.416666667,FALSE
172,”1”,4,”1”,FALSE,8,3,4,3,3,3,2,1,2,4,3,4,4,2,2,2,2,1,3,2,4,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,”2”,2,2,1,1,0.483333333,FALSE
173,”2”,2,”1”,FALSE,5,1,3,1,2,1,3,3,3,3,3,5,4,3,2,2,2,1,3,2,5,-98,1,1,1,1,-98,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,4,2,2,”2”,4,1,1,1,0.477777778,FALSE
174,”1”,2,”1”,FALSE,,2,2,2,2,2,2,4,3,3,3,2,3,3,2,2,2,1,3,1,5,1,1,1,1,1,-99,2,1,2,1,2,2,2,1,1,2,2,3,2,1,1,1,2,2,2,2,2,1,-99,1,1,1,”2”,3,1,1,1,0.277777778,FALSE
175,”1”,5,”3”,FALSE,8,3,2,2,1,1,2,5,3,3,3,4,4,3,2,2,2,1,2,2,4,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,4,1,1,”2”,4,1,1,1,0.494444444,FALSE
176,”1”,4,”3”,FALSE,5,3,3,3,2,3,3,2,4,4,2,3,2,2,2,2,2,1,3,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,3,3,3,4,3,3,1,2,1,2,2,2,2,2,1,3,2,”1”,3,2,1,1,0.361111111,FALSE
177,”1”,5,”-98”,TRUE,1,4,4,4,3,3,3,3,1,5,2,5,2,1,2,2,2,1,3,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,”2”,2,1,1,1,0.7,TRUE
178,”1”,1,”1”,FALSE,10,2,3,3,2,3,3,2,2,4,3,2,3,3,2,2,2,2,4,2,5,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,4,2,2,”1”,4,,1,1,0.333333333,FALSE
179,”1”,1,”1”,FALSE,8,1,2,1,2,1,3,3,4,3,4,3,4,5,2,2,2,2,4,4,5,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,7,1,1,”1”,3,3,1,1,0.561111111,TRUE
180,”1”,2,”3”,FALSE,6,3,3,3,1,2,3,4,3,4,3,4,3,2,2,2,2,1,3,2,4,2,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,4,2,1,”2”,4,1,1,1,0.372222222,FALSE
181,”1”,4,”3”,FALSE,,4,2,3,1,2,2,2,1,5,1,1,1,1,2,2,2,2,4,4,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,4,2,1,”1”,4,2,1,1,0.716666667,TRUE
182,”1”,2,”1”,FALSE,,2,2,2,2,2,2,3,3,2,3,4,4,3,2,2,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,-99,7,1,1,”1”,4,1,1,1,0.305555556,FALSE
183,”1”,2,”4”,FALSE,7,3,3,2,2,2,3,3,2,4,3,4,2,2,2,2,2,2,3,3,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,”2”,2,1,1,1,0.333333333,FALSE
184,”1”,2,”1”,FALSE,10,1,2,1,1,2,4,3,4,3,2,1,4,3,2,2,2,1,4,2,5,2,1,1,1,1,-99,1,1,-99,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,2,1,”2”,4,3,1,1,0.561111111,TRUE
